gene_symbol,Length,EffectiveLength,TPM,NumReads,type
IDH1,702,453,0,0,H3K27_Mutated
IDH1,563,314,0,0,H3K27_Mutated
IDH1,556,307,1.209801,116.295,H3K27_Mutated
GLB1,2512,2263,0.308045,218.276,H3K27_Mutated
GLB1,2523,2274,0.964696,686.893,H3K27_Mutated
GLB1,2018,1769,0.132349,73.309,H3K27_Mutated
GLB1,816,567,0.08067,14.322,H3K27_Mutated
GLB1,899,650,0.011298,2.299,H3K27_Mutated
GLB1,517,268,0.836624,70.206,H3K27_Mutated
GLB1,577,328,0.022094,2.269,H3K27_Mutated
GLB1,547,298,0,0,H3K27_Mutated
GLB1,550,301,0,0,H3K27_Mutated
GLB1,319,70.21,0,0,H3K27_Mutated
GLB1,257,23.433,0.408877,3,H3K27_Mutated
GLB1,570,321,0.017876,1.797,H3K27_Mutated
GLB1,591,342,0,0,H3K27_Mutated
GLB1,631,382,0,0,H3K27_Mutated
GLB1,569,320,0.685107,68.646,H3K27_Mutated
GLB1,626,377,0,0,H3K27_Mutated
GLB1,557,308,0,0,H3K27_Mutated
GLB1,540,291,0.162855,14.839,H3K27_Mutated
GLB1,558,309,0.018336,1.774,H3K27_Mutated
PIK3CA,245,18.9,0,0,H3K27_Mutated
PIK3CA,9259,9010,0.948393,2675.602,H3K27_Mutated
PIK3CA,620,371,0.759632,88.244,H3K27_Mutated
PIK3CA,746,497,1.986345,309.114,H3K27_Mutated
PDGFRA,2202,1953,1.49424,913.757,H3K27_Mutated
PDGFRA,2417,2168,1.40547,954.089,H3K27_Mutated
PDGFRA,580,331,2.413222,250.111,H3K27_Mutated
PDGFRA,6378,6129,340.60459,653654.749,H3K27_Mutated
PDGFRA,2991,2742,0.309139,265.418,H3K27_Mutated
PDGFRA,586,337,0.058546,6.178,H3K27_Mutated
PDGFRA,771,522,2.087686,341.227,H3K27_Mutated
PDGFRA,573,324,0,0,H3K27_Mutated
PDGFRA,480,231,32.889319,2378.894,H3K27_Mutated
PDGFRA,1146,897,9.155848,2571.576,H3K27_Mutated
DCHS2,13354,13105,0.462775,1898.959,H3K27_Mutated
DCHS2,5064,4815,0.067,101.014,H3K27_Mutated
DCHS2,857,608,0,0,H3K27_Mutated
DCHS2,569,320,0.032537,3.26,H3K27_Mutated
DCHS2,2109,1860,0,0,H3K27_Mutated
TERT,2422,2173,0.00147,1,H3K27_Mutated
TERT,4018,3769,0,0,H3K27_Mutated
TERT,2992,2743,0,0,H3K27_Mutated
TERT,3210,2961,0,0,H3K27_Mutated
TERT,406,157,0,0,H3K27_Mutated
IRX1,2080,1831,3.654159,2095,H3K27_Mutated
FOXD1,406,157,0,0,H3K27_Mutated
PCDHGA11,4787,4538,0,0,H3K27_Mutated
PCDHGA11,2263,2014,0,0,H3K27_Mutated
TOB2P1,992,743,0.094564,22,H3K27_Mutated
MICA,1370,1121,0.088161,30.945,H3K27_Mutated
MICA,1005,756,0,0,H3K27_Mutated
BRD2,4956,4707,1.361446,2006.564,H3K27_Mutated
BRD2,735,486,0.164588,25.046,H3K27_Mutated
BRD2,887,638,4.042087,807.485,H3K27_Mutated
BRD2,718,469,0.086042,12.635,H3K27_Mutated
BRD2,547,298,0.061627,5.75,H3K27_Mutated
BRD2,4807,4558,0.884442,1262.269,H3K27_Mutated
BRD2,550,301,0,0,H3K27_Mutated
BRD2,3404,3155,0.088565,87.492,H3K27_Mutated
BRD2,4834,4585,2.368793,3400.75,H3K27_Mutated
BRD2,2338,2089,0,0,H3K27_Mutated
BRD2,3467,3218,1.205931,1215.113,H3K27_Mutated
BRD2,3210,2961,0,0,H3K27_Mutated
BRD2,3210,2961,0,0,H3K27_Mutated
BRD2,1590,1341,1.10509,464.018,H3K27_Mutated
BRD2,565,316,0,0,H3K27_Mutated
BRD2,667,418,0,0,H3K27_Mutated
BRD2,946,697,1.142047,249.244,H3K27_Mutated
BRD2,1628,1379,0.554972,239.632,H3K27_Mutated
BRD2,759,510,0,0,H3K27_Mutated
EGFR,9905,9656,0.253738,767.169,H3K27_Mutated
EGFR,3844,3595,0.004092,4.606,H3K27_Mutated
EGFR,2239,1990,0,0,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0,0,H3K27_Mutated
EGFR,1570,1321,0,0,H3K27_Mutated
EGFR,452,203,0,0,H3K27_Mutated
EGFR,561,312,0,0,H3K27_Mutated
EGFR,691,442,0.052203,7.225,H3K27_Mutated
EGFR,665,416,0,0,H3K27_Mutated
TRIM4,639,390,0,0,H3K27_Mutated
TRIM4,3383,3134,0.014526,14.255,H3K27_Mutated
TRIM4,3374,3125,1.418124,1387.626,H3K27_Mutated
TRIM4,1942,1693,0.325398,172.497,H3K27_Mutated
TRIM4,601,352,0.214322,23.622,H3K27_Mutated
EZH2,3641,3392,0.268073,284.719,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,1.286507,943.425,H3K27_Mutated
EZH2,2477,2228,0.286864,200.124,H3K27_Mutated
EZH2,2639,2390,0.101075,75.64,H3K27_Mutated
EZH2,2572,2323,0.118836,86.438,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.2604,13.453,H3K27_Mutated
EZH2,1876,1627,0,0,H3K27_Mutated
EZH2,1491,1242,0.123948,48.203,H3K27_Mutated
ZFPM2,4961,4712,0.786601,1160.562,H3K27_Mutated
ZFPM2,3960,3711,0,0,H3K27_Mutated
ZFPM2,594,345,0.213745,23.09,H3K27_Mutated
ZFPM2,574,325,0.092712,9.435,H3K27_Mutated
ZFPM2,1582,1333,0.020018,8.355,H3K27_Mutated
ZFPM2,468,219,0.368831,25.292,H3K27_Mutated
ZFPM2,3300,3051,0,0,H3K27_Mutated
ZFPM2,3312,3063,0.334973,321.266,H3K27_Mutated
CDKN2A,1218,969,0.115682,35.099,H3K27_Mutated
CDKN2A,1283,1034,0.297694,96.383,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,1.316069,176.784,H3K27_Mutated
CDKN2A,748,499,0,0,H3K27_Mutated
CDKN2A,880,631,0.008601,1.699,H3K27_Mutated
CDKN2A,926,677,0.048419,10.264,H3K27_Mutated
CDKN2A,794,545,0.007127,1.216,H3K27_Mutated
CDKN2A,989,740,0.010072,2.334,H3K27_Mutated
CDKN2A,544,295,0,0,H3K27_Mutated
CDKN2A,442,193,0.033095,2,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0.055027,5.445,H3K27_Mutated
CDKN2A,856,607,0.030389,5.776,H3K27_Mutated
ADARB2,8475,8226,0.586551,1510.786,H3K27_Mutated
ADARB2,1810,1561,0.050771,24.816,H3K27_Mutated
ADARB2,768,519,0,0,H3K27_Mutated
ADARB2,599,350,0,0,H3K27_Mutated
ADARB2,703,454,0,0,H3K27_Mutated
ADARB2,683,434,0,0,H3K27_Mutated
ADARB2,1741,1492,0.045803,21.398,H3K27_Mutated
PTEN,8515,8266,1.762049,4560.597,H3K27_Mutated
PTEN,477,228,0.154081,11,H3K27_Mutated
PTEN,383,134,1.733897,72.751,H3K27_Mutated
PTEN,554,305,2.748298,262.465,H3K27_Mutated
PTEN,644,395,3.402423,420.817,H3K27_Mutated
MGMT,1265,1016,0.504437,160.475,H3K27_Mutated
MGMT,589,340,0.011949,1.272,H3K27_Mutated
MGMT,959,710,0.015229,3.386,H3K27_Mutated
MGMT,776,527,0.006767,1.117,H3K27_Mutated
ALG5,1219,970,3.180203,965.906,H3K27_Mutated
ALG5,1119,870,0.045469999999999997,12.387,H3K27_Mutated
ALG5,565,316,0.211807,20.957,H3K27_Mutated
ALG5,687,438,0.099108,13.592,H3K27_Mutated
ALG5,756,507,0.126977,20.158,H3K27_Mutated
RB1,4793,4544,4.035284,5741.439,H3K27_Mutated
RB1,1490,1241,0.080688,31.354,H3K27_Mutated
RB1,480,231,0,0,H3K27_Mutated
RB1,617,368,0.043515,5.014,H3K27_Mutated
RB1,658,409,2.488403,318.678,H3K27_Mutated
RB1,1097,848,0.485585,128.935,H3K27_Mutated
TP53,1018,769,0.01712,4.122,H3K27_Mutated
TP53,1152,903,0,0,H3K27_Mutated
TP53,2331,2082,0,0,H3K27_Mutated
TP53,2404,2155,0,0,H3K27_Mutated
TP53,2271,2022,0.06123,38.766,H3K27_Mutated
TP53,2579,2330,3.12868,2282.577,H3K27_Mutated
TP53,2580,2331,0,0,H3K27_Mutated
TP53,2653,2404,0,0,H3K27_Mutated
TP53,2506,2257,0.120835,85.395,H3K27_Mutated
TP53,175,7.624,0,0,H3K27_Mutated
TP53,729,480,0,0,H3K27_Mutated
TP53,546,297,0,0,H3K27_Mutated
TP53,104,4.593,0,0,H3K27_Mutated
TP53,1261,1012,0.095285,30.194,H3K27_Mutated
TP53,634,385,0,0,H3K27_Mutated
TP53,568,319,0,0,H3K27_Mutated
TP53,565,316,0,0,H3K27_Mutated
ATRX,11167,10918,2.614296,8937.298,H3K27_Mutated
ATRX,10218,9969,0,0,H3K27_Mutated
ATRX,10455,10206,0,0,H3K27_Mutated
ATRX,408,159,1.361373,67.777,H3K27_Mutated
ATRX,814,565,1.464022,259.003,H3K27_Mutated
ATRX,461,212,0.347677,23.079,H3K27_Mutated
ATRX,2967,2718,0.022761,19.371,H3K27_Mutated
CDC42,2274,2025,0.204277,66.117,H3K27_Mutated
CDC42,2256,2007,15.578156,4997.28,H3K27_Mutated
CDC42,816,567,0.922927,83.641,H3K27_Mutated
CDC42,1435,1186,0.116849,22.15,H3K27_Mutated
CDC42,597,348,9.051481,503.465,H3K27_Mutated
BRINP3,3128,2879,2.22677,1024.678,H3K27_Mutated
BRINP3,238,16.802,0.94392,2.535,H3K27_Mutated
BRINP3,528,279,2.665904,118.883,H3K27_Mutated
OSR1,1906,1657,0.847442,224.441,H3K27_Mutated
OSR1,4171,3922,0.166425,104.327,H3K27_Mutated
OSR1,581,332,0.305882,16.232,H3K27_Mutated
IDH1,2382,2133,5.621611,1916.558,H3K27_Mutated
IDH1,2298,2049,0.164525,53.882,H3K27_Mutated
IDH1,2441,2192,0.069419,24.321,H3K27_Mutated
IDH1,1044,795,0.437682,55.616,H3K27_Mutated
IDH1,942,693,0.313009,34.671,H3K27_Mutated
IDH1,1614,1365,0.199616,43.551,H3K27_Mutated
IDH1,702,453,0.032889,2.381,H3K27_Mutated
IDH1,563,314,0,0,H3K27_Mutated
IDH1,556,307,1.549246,76.02,H3K27_Mutated
GLB1,2512,2263,0.254034,91.885,H3K27_Mutated
GLB1,2523,2274,0.622799,226.365,H3K27_Mutated
GLB1,2018,1769,0.499549,141.246,H3K27_Mutated
GLB1,816,567,0.495203,44.878,H3K27_Mutated
GLB1,899,650,0.118908,12.354,H3K27_Mutated
GLB1,517,268,0.924686,39.61,H3K27_Mutated
GLB1,577,328,0.092276,4.838,H3K27_Mutated
GLB1,547,298,0,0,H3K27_Mutated
GLB1,550,301,0.784751,37.754,H3K27_Mutated
GLB1,319,70.21,0,0,H3K27_Mutated
GLB1,257,23.433,0.533998,2,H3K27_Mutated
GLB1,570,321,0,0,H3K27_Mutated
GLB1,591,342,0,0,H3K27_Mutated
GLB1,631,382,0.543605,33.191,H3K27_Mutated
GLB1,569,320,0.766815,39.22,H3K27_Mutated
GLB1,626,377,0.14983,9.028,H3K27_Mutated
GLB1,557,308,1.939895,95.499,H3K27_Mutated
GLB1,540,291,0,0,H3K27_Mutated
GLB1,558,309,0.191554,9.461,H3K27_Mutated
PIK3CA,245,18.9,0,0,H3K27_Mutated
PIK3CA,9259,9010,0.882527,1270.934,H3K27_Mutated
PIK3CA,620,371,0.531468,31.515,H3K27_Mutated
PIK3CA,746,497,1.838035,146.009,H3K27_Mutated
PDGFRA,2202,1953,0.225156,70.284,H3K27_Mutated
PDGFRA,2417,2168,0.60991,211.347,H3K27_Mutated
PDGFRA,580,331,0.378727,20.037,H3K27_Mutated
PDGFRA,6378,6129,6.097264,5973.033,H3K27_Mutated
PDGFRA,2991,2742,0.187738,82.279,H3K27_Mutated
PDGFRA,586,337,2.889136,155.621,H3K27_Mutated
PDGFRA,771,522,0.253691,21.166,H3K27_Mutated
PDGFRA,573,324,0,0,H3K27_Mutated
PDGFRA,480,231,0.427289,15.776,H3K27_Mutated
PDGFRA,1146,897,0.142299,20.402,H3K27_Mutated
DCHS2,13354,13105,0.769468,1611.751,H3K27_Mutated
DCHS2,5064,4815,0.027571,21.219,H3K27_Mutated
DCHS2,857,608,0,0,H3K27_Mutated
DCHS2,569,320,0.067003,3.427,H3K27_Mutated
DCHS2,2109,1860,0,0,H3K27_Mutated
TERT,2422,2173,0,0,H3K27_Mutated
TERT,4018,3769,0,0,H3K27_Mutated
TERT,2992,2743,0,0,H3K27_Mutated
TERT,3210,2961,0,0,H3K27_Mutated
TERT,406,157,0,0,H3K27_Mutated
IRX1,2080,1831,0.864494,253,H3K27_Mutated
FOXD1,406,157,0,0,H3K27_Mutated
PCDHGA11,4787,4538,0,0,H3K27_Mutated
PCDHGA11,2263,2014,0.08673,27.919,H3K27_Mutated
TOB2P1,992,743,0.025262,3,H3K27_Mutated
MICA,1370,1121,0.423365,75.856,H3K27_Mutated
MICA,1005,756,0,0,H3K27_Mutated
BRD2,4956,4707,0.64942,488.585,H3K27_Mutated
BRD2,735,486,0.283729,22.04,H3K27_Mutated
BRD2,887,638,0,0,H3K27_Mutated
BRD2,718,469,0,0,H3K27_Mutated
BRD2,547,298,0.240214,11.442,H3K27_Mutated
BRD2,4807,4558,0.038272,27.882,H3K27_Mutated
BRD2,550,301,0,0,H3K27_Mutated
BRD2,3404,3155,0.073281,36.954,H3K27_Mutated
BRD2,4834,4585,1.464279,1073.084,H3K27_Mutated
BRD2,2338,2089,5.402545,1803.878,H3K27_Mutated
BRD2,3467,3218,0.067113,34.519,H3K27_Mutated
BRD2,3210,2961,0.903054,427.388,H3K27_Mutated
BRD2,3210,2961,0.903054,427.388,H3K27_Mutated
BRD2,1590,1341,1.081557,231.819,H3K27_Mutated
BRD2,565,316,1.347239,68.046,H3K27_Mutated
BRD2,667,418,0,0,H3K27_Mutated
BRD2,946,697,2.295016,255.675,H3K27_Mutated
BRD2,1628,1379,0.582596,128.411,H3K27_Mutated
BRD2,759,510,6.365535,518.89,H3K27_Mutated
EGFR,9905,9656,2.450705,3782.322,H3K27_Mutated
EGFR,3844,3595,0.007746,4.451,H3K27_Mutated
EGFR,2239,1990,0.041625,13.24,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0.032377,13.533,H3K27_Mutated
EGFR,1570,1321,0,0,H3K27_Mutated
EGFR,452,203,0.179437,5.822,H3K27_Mutated
EGFR,561,312,0.022836,1.139,H3K27_Mutated
EGFR,691,442,0,0,H3K27_Mutated
EGFR,665,416,0.112702,7.494,H3K27_Mutated
TRIM4,639,390,0.770975,48.059,H3K27_Mutated
TRIM4,3383,3134,0,0,H3K27_Mutated
TRIM4,3374,3125,0.826962,413.053,H3K27_Mutated
TRIM4,1942,1693,0.21608,58.471,H3K27_Mutated
TRIM4,601,352,0.220699,12.417,H3K27_Mutated
EZH2,3641,3392,0.190688,103.383,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,0,0,H3K27_Mutated
EZH2,2477,2228,0.31307,111.488,H3K27_Mutated
EZH2,2639,2390,0.149633,57.16,H3K27_Mutated
EZH2,2572,2323,0.10704,39.743,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.102463,2.702,H3K27_Mutated
EZH2,1876,1627,0,0,H3K27_Mutated
EZH2,1491,1242,0.118496,23.523,H3K27_Mutated
ZFPM2,4961,4712,0.534583,402.616,H3K27_Mutated
ZFPM2,3960,3711,0,0,H3K27_Mutated
ZFPM2,594,345,0.80236,44.244,H3K27_Mutated
ZFPM2,574,325,0.055222,2.869,H3K27_Mutated
ZFPM2,1582,1333,0.06528,13.908,H3K27_Mutated
ZFPM2,468,219,0.981349,34.351,H3K27_Mutated
ZFPM2,3300,3051,0.452828,220.823,H3K27_Mutated
ZFPM2,3312,3063,0.016726,8.189,H3K27_Mutated
CDKN2A,1218,969,0,0,H3K27_Mutated
CDKN2A,1283,1034,0.049789,8.229,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,0,0,H3K27_Mutated
CDKN2A,748,499,0,0,H3K27_Mutated
CDKN2A,880,631,0,0,H3K27_Mutated
CDKN2A,926,677,0,0,H3K27_Mutated
CDKN2A,794,545,0.01421,1.238,H3K27_Mutated
CDKN2A,989,740,0.036984,4.374,H3K27_Mutated
CDKN2A,544,295,0.035433,1.671,H3K27_Mutated
CDKN2A,442,193,0,0,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0,0,H3K27_Mutated
CDKN2A,856,607,0.015342,1.489,H3K27_Mutated
ADARB2,8475,8226,0.761184,1000.803,H3K27_Mutated
ADARB2,1810,1561,0.066521,16.597,H3K27_Mutated
ADARB2,768,519,0,0,H3K27_Mutated
ADARB2,599,350,0.182872,10.23,H3K27_Mutated
ADARB2,703,454,0,0,H3K27_Mutated
ADARB2,683,434,0,0,H3K27_Mutated
ADARB2,1741,1492,0.139933,33.37,H3K27_Mutated
PTEN,8515,8266,3.337063,4408.899,H3K27_Mutated
PTEN,477,228,1.125068,41,H3K27_Mutated
PTEN,383,134,2.791277,59.783,H3K27_Mutated
PTEN,554,305,4.261663,207.754,H3K27_Mutated
PTEN,644,395,5.792879,365.731,H3K27_Mutated
MGMT,1265,1016,1.078728,175.177,H3K27_Mutated
MGMT,589,340,0,0,H3K27_Mutated
MGMT,959,710,0.13128,14.898,H3K27_Mutated
MGMT,776,527,0,0,H3K27_Mutated
ALG5,1219,970,2.287163,354.6,H3K27_Mutated
ALG5,1119,870,0.275908,38.367,H3K27_Mutated
ALG5,565,316,0.110328,5.572,H3K27_Mutated
ALG5,687,438,0.128519,8.997,H3K27_Mutated
ALG5,756,507,0.252521,20.463,H3K27_Mutated
RB1,4793,4544,2.31527,1681.552,H3K27_Mutated
RB1,1490,1241,0.108979,21.616,H3K27_Mutated
RB1,480,231,0,0,H3K27_Mutated
RB1,617,368,0.023369,1.375,H3K27_Mutated
RB1,658,409,2.807408,183.527,H3K27_Mutated
RB1,1097,848,1.514243,205.24,H3K27_Mutated
TP53,1018,769,0,0,H3K27_Mutated
TP53,1152,903,0.117518,16.961,H3K27_Mutated
TP53,2331,2082,0,0,H3K27_Mutated
TP53,2404,2155,0,0,H3K27_Mutated
TP53,2271,2022,0.049181,15.895,H3K27_Mutated
TP53,2579,2330,1.432647,533.538,H3K27_Mutated
TP53,2580,2331,0,0,H3K27_Mutated
TP53,2653,2404,0,0,H3K27_Mutated
TP53,2506,2257,0,0,H3K27_Mutated
TP53,175,7.624,13.361705,16.282,H3K27_Mutated
TP53,729,480,0,0,H3K27_Mutated
TP53,546,297,0,0,H3K27_Mutated
TP53,104,4.593,0,0,H3K27_Mutated
TP53,1261,1012,0.079746,12.899,H3K27_Mutated
TP53,634,385,0.098568,6.066,H3K27_Mutated
TP53,568,319,1.675327,85.42,H3K27_Mutated
TP53,565,316,0,0,H3K27_Mutated
ATRX,11167,10918,0.146816,256.205,H3K27_Mutated
ATRX,10218,9969,0.905351,1442.576,H3K27_Mutated
ATRX,10455,10206,0.091305,148.943,H3K27_Mutated
ATRX,408,159,0.214953,5.463,H3K27_Mutated
ATRX,814,565,0.196906,17.782,H3K27_Mutated
ATRX,461,212,0,0,H3K27_Mutated
ATRX,2967,2718,0.302892,131.586,H3K27_Mutated
CDC42,2274,2025,0.475649,132.184,H3K27_Mutated
CDC42,2256,2007,13.813698,3804.735,H3K27_Mutated
CDC42,816,567,0.998641,77.707,H3K27_Mutated
CDC42,1435,1186,0.138388,22.524,H3K27_Mutated
CDC42,597,348,9.663808,461.524,H3K27_Mutated
BRINP3,3128,2879,6.110542,2414.284,H3K27_Mutated
BRINP3,238,16.802,2.013509,4.643,H3K27_Mutated
BRINP3,528,279,6.022421,230.591,H3K27_Mutated
OSR1,1906,1657,2.963334,673.861,H3K27_Mutated
OSR1,4171,3922,0.418582,225.297,H3K27_Mutated
OSR1,581,332,0.303813,13.842,H3K27_Mutated
IDH1,2382,2133,10.42665,3052.128,H3K27_Mutated
IDH1,2298,2049,0.413322,116.224,H3K27_Mutated
IDH1,2441,2192,0,0,H3K27_Mutated
IDH1,1044,795,0.604548,65.958,H3K27_Mutated
IDH1,942,693,0.382504,36.378,H3K27_Mutated
IDH1,1614,1365,0.601213,112.623,H3K27_Mutated
IDH1,702,453,0.046297,2.878,H3K27_Mutated
IDH1,563,314,0,0,H3K27_Mutated
IDH1,556,307,1.111067,46.811,H3K27_Mutated
GLB1,2512,2263,0.172784,53.661,H3K27_Mutated
GLB1,2523,2274,0.151062,47.142,H3K27_Mutated
GLB1,2018,1769,1.347366,327.1,H3K27_Mutated
GLB1,816,567,0.694408,54.034,H3K27_Mutated
GLB1,899,650,0,0,H3K27_Mutated
GLB1,517,268,0.588956,21.661,H3K27_Mutated
GLB1,577,328,0.025431,1.145,H3K27_Mutated
GLB1,547,298,1.217755,49.802,H3K27_Mutated
GLB1,550,301,0,0,H3K27_Mutated
GLB1,319,70.21,0.41514,4,H3K27_Mutated
GLB1,257,23.433,1.865796,6,H3K27_Mutated
GLB1,570,321,0,0,H3K27_Mutated
GLB1,591,342,0,0,H3K27_Mutated
GLB1,631,382,0.480196,25.174,H3K27_Mutated
GLB1,569,320,2.174176,95.48,H3K27_Mutated
GLB1,626,377,0.3025,15.651,H3K27_Mutated
GLB1,557,308,3.01079,127.262,H3K27_Mutated
GLB1,540,291,0,0,H3K27_Mutated
GLB1,558,309,0.147773,6.266,H3K27_Mutated
PIK3CA,245,18.9,4.379346,11.359,H3K27_Mutated
PIK3CA,9259,9010,1.396098,1726.266,H3K27_Mutated
PIK3CA,620,371,1.014277,51.641,H3K27_Mutated
PIK3CA,746,497,1.682713,114.771,H3K27_Mutated
PDGFRA,2202,1953,0.569883,152.741,H3K27_Mutated
PDGFRA,2417,2168,1.217259,362.167,H3K27_Mutated
PDGFRA,580,331,0.790329,35.901,H3K27_Mutated
PDGFRA,6378,6129,10.547638,8871.803,H3K27_Mutated
PDGFRA,2991,2742,0.160913,60.551,H3K27_Mutated
PDGFRA,586,337,5.498672,254.305,H3K27_Mutated
PDGFRA,771,522,0.335211,24.014,H3K27_Mutated
PDGFRA,573,324,0,0,H3K27_Mutated
PDGFRA,480,231,0.387546,12.286,H3K27_Mutated
PDGFRA,1146,897,0.48793,60.064,H3K27_Mutated
DCHS2,13354,13105,0.401821,722.665,H3K27_Mutated
DCHS2,5064,4815,0.08959,59.2,H3K27_Mutated
DCHS2,857,608,0.09577,7.991,H3K27_Mutated
DCHS2,569,320,0,0,H3K27_Mutated
DCHS2,2109,1860,0,0,H3K27_Mutated
TERT,2422,2173,0,0,H3K27_Mutated
TERT,4018,3769,0,0,H3K27_Mutated
TERT,2992,2743,0,0,H3K27_Mutated
TERT,3210,2961,0,0,H3K27_Mutated
TERT,406,157,0,0,H3K27_Mutated
IRX1,2080,1831,2.59871,653,H3K27_Mutated
FOXD1,406,157,0,0,H3K27_Mutated
PCDHGA11,4787,4538,0,0,H3K27_Mutated
PCDHGA11,2263,2014,0.202511,55.973,H3K27_Mutated
TOB2P1,992,743,0.029422,3,H3K27_Mutated
MICA,1370,1121,0.243989,37.536,H3K27_Mutated
MICA,1005,756,0,0,H3K27_Mutated
BRD2,4956,4707,0.551485,356.242,H3K27_Mutated
BRD2,735,486,0.438531,29.249,H3K27_Mutated
BRD2,887,638,0.510184,44.67,H3K27_Mutated
BRD2,718,469,0.090811,5.845,H3K27_Mutated
BRD2,547,298,0.696094,28.468,H3K27_Mutated
BRD2,4807,4558,0,0,H3K27_Mutated
BRD2,550,301,0,0,H3K27_Mutated
BRD2,3404,3155,0.066982,29.002,H3K27_Mutated
BRD2,4834,4585,1.173838,738.609,H3K27_Mutated
BRD2,2338,2089,4.096822,1174.499,H3K27_Mutated
BRD2,3467,3218,0,0,H3K27_Mutated
BRD2,3210,2961,0.402599,163.598,H3K27_Mutated
BRD2,3210,2961,0.402599,163.598,H3K27_Mutated
BRD2,1590,1341,0.670012,123.304,H3K27_Mutated
BRD2,565,316,0.740665,32.12,H3K27_Mutated
BRD2,667,418,0,0,H3K27_Mutated
BRD2,946,697,1.417522,135.591,H3K27_Mutated
BRD2,1628,1379,0.405628,76.764,H3K27_Mutated
BRD2,759,510,4.563019,319.367,H3K27_Mutated
EGFR,9905,9656,6.136968,8132.39,H3K27_Mutated
EGFR,3844,3595,0.060706,29.95,H3K27_Mutated
EGFR,2239,1990,0,0,H3K27_Mutated
EGFR,5464,5215,0,0,H3K27_Mutated
EGFR,2864,2615,0.212598,76.295,H3K27_Mutated
EGFR,1570,1321,0.687382,124.614,H3K27_Mutated
EGFR,452,203,0.638002,17.774,H3K27_Mutated
EGFR,561,312,0.261525,11.198,H3K27_Mutated
EGFR,691,442,0.08621,5.229,H3K27_Mutated
EGFR,665,416,0.410315,23.425,H3K27_Mutated
TRIM4,639,390,0.614996,32.916,H3K27_Mutated
TRIM4,3383,3134,0.037595,16.169,H3K27_Mutated
TRIM4,3374,3125,0.69044,296.103,H3K27_Mutated
TRIM4,1942,1693,0.408139,94.827,H3K27_Mutated
TRIM4,601,352,0.289501,13.985,H3K27_Mutated
EZH2,3641,3392,0.223505,104.043,H3K27_Mutated
EZH2,2522,2273,0,0,H3K27_Mutated
EZH2,2591,2342,0.471433,151.521,H3K27_Mutated
EZH2,2477,2228,0.283874,86.798,H3K27_Mutated
EZH2,2639,2390,0.342242,112.253,H3K27_Mutated
EZH2,2572,2323,0.197267,62.888,H3K27_Mutated
EZH2,2466,2217,0,0,H3K27_Mutated
EZH2,414,165,0.190093,4.304,H3K27_Mutated
EZH2,1876,1627,0.105959,23.659,H3K27_Mutated
EZH2,1491,1242,0.19674,33.534,H3K27_Mutated
ZFPM2,4961,4712,0.488981,316.202,H3K27_Mutated
ZFPM2,3960,3711,0.041587,21.18,H3K27_Mutated
ZFPM2,594,345,0.595288,28.185,H3K27_Mutated
ZFPM2,574,325,0,0,H3K27_Mutated
ZFPM2,1582,1333,0.065261,11.939,H3K27_Mutated
ZFPM2,468,219,0.462266,13.893,H3K27_Mutated
ZFPM2,3300,3051,0.213178,89.259,H3K27_Mutated
ZFPM2,3312,3063,0.046016,19.343,H3K27_Mutated
CDKN2A,1218,969,0.011566,1.538,H3K27_Mutated
CDKN2A,1283,1034,0,0,H3K27_Mutated
CDKN2A,666,417,0,0,H3K27_Mutated
CDKN2A,678,429,0,0,H3K27_Mutated
CDKN2A,748,499,0.027153,1.859,H3K27_Mutated
CDKN2A,880,631,0,0,H3K27_Mutated
CDKN2A,926,677,0.06194,5.755,H3K27_Mutated
CDKN2A,794,545,0,0,H3K27_Mutated
CDKN2A,989,740,0,0,H3K27_Mutated
CDKN2A,544,295,0,0,H3K27_Mutated
CDKN2A,442,193,0.037755,1,H3K27_Mutated
CDKN2A,493,244,0,0,H3K27_Mutated
CDKN2A,565,316,0.065664,2.848,H3K27_Mutated
CDKN2A,856,607,0.012005,1,H3K27_Mutated
ADARB2,8475,8226,0.643606,726.568,H3K27_Mutated
ADARB2,1810,1561,0,0,H3K27_Mutated
ADARB2,768,519,0.398379,28.375,H3K27_Mutated
ADARB2,599,350,0,0,H3K27_Mutated
ADARB2,703,454,0,0,H3K27_Mutated
ADARB2,683,434,0.117853,7.019,H3K27_Mutated
ADARB2,1741,1492,0.18089,37.038,H3K27_Mutated
PTEN,8515,8266,2.923016,3315.841,H3K27_Mutated
